date,西湖,河口湖,山中湖,精進湖,本栖湖
1998-04-01,-1.72,-3.67,1.39,-2.4,-2.76
1998-04-02,-1.7,-3.62,1.48,-2.38,-2.76
1998-04-03,-1.64,-3.59,1.49,-2.35,-2.76
1998-04-04,-1.63,-3.58,1.48,-2.32,-2.67
1998-04-05,-1.61,-3.57,1.48,-2.29,-2.66
1998-04-06,-1.6,-3.55,1.48,-2.24,-2.65
1998-04-07,-1.56,-3.52,1.52,-2.23,-2.6
1998-04-08,-1.53,-3.5,1.52,-2.22,-2.59
1998-04-09,-1.5,-3.47,1.55,-2.21,-2.57
1998-04-10,-1.46,-3.44,1.55,-2.18,-2.55
1998-04-11,-1.44,-3.42,1.55,-2.16,-2.54
1998-04-12,-1.41,-3.41,1.55,-2.15,-2.53
1998-04-13,-1.39,-3.38,1.56,-2.1,-2.49
1998-04-14,-1.33,-3.33,1.65,-1.96,-2.37
1998-04-15,-1.09,-3.2,1.83,-1.48,-2.06
1998-04-16,-0.87,-3.11,1.87,-0.9,-1.86
1998-04-17,-0.7,-3.04,1.87,-0.75,-1.75
1998-04-18,-0.54,-2.98,1.88,-0.69,-1.67
1998-04-19,-0.41,-2.94,1.87,-0.68,-1.61
1998-04-20,-0.31,-2.9,1.87,-0.68,-1.57
1998-04-21,-0.25,-2.87,1.87,-0.69,-1.52
1998-04-22,-0.2,-2.84,1.86,-0.7,-1.48
1998-04-23,-0.16,-2.82,1.86,-0.71,-1.44
1998-04-24,-0.11,-2.79,1.87,-0.7,-1.38
1998-04-25,-0.07,-2.76,1.88,-0.7,-1.34
1998-04-26,-0.05,-2.74,1.89,-0.69,-1.31
1998-04-27,-0.03,-2.72,1.88,-0.69,-1.29
1998-04-28,-0.02,-2.7,1.87,-0.69,-1.26
1998-04-29,-0.01,-2.68,1.87,-0.69,-1.25
1998-04-30,0,-2.67,1.87,-0.69,-1.23
1998-05-01,0,-2.65,1.87,-0.69,-1.08
1998-05-02,0,-2.63,1.87,-0.67,-1.06
1998-05-03,0.01,-2.6,1.97,-0.63,-1.04
1998-05-04,0.03,-2.58,1.99,-0.62,-1
1998-05-05,0.03,-2.57,1.98,-0.61,-0.97
1998-05-06,0.04,-2.55,1.98,-0.6,-0.94
1998-05-07,0.05,-2.54,1.98,-0.59,-0.92
1998-05-08,0.06,-2.53,1.98,-0.58,-0.9
1998-05-09,0.07,-2.52,1.99,-0.57,-0.88
1998-05-10,0.07,-2.51,1.99,-0.57,-0.87
1998-05-11,0.08,-2.51,1.98,-0.57,-0.85
1998-05-12,0.09,-2.48,2.02,-0.55,-0.84
1998-05-13,0.1,-2.47,2.06,-0.54,-0.82
1998-05-14,0.1,-2.48,2.03,-0.54,-0.8
1998-05-15,0.1,-2.48,2.02,-0.54,-0.78
1998-05-16,0.1,-2.49,2.02,-0.54,-0.76
1998-05-17,0.12,-2.47,2.07,-0.5,-0.75
1998-05-18,0.13,-2.48,2.08,-0.48,-0.74
1998-05-19,0.15,-2.46,2.11,-0.47,-0.72
1998-05-20,0.15,-2.46,2.11,-0.46,-0.7
1998-05-21,0.16,-2.47,2.1,-0.45,-0.78
1998-05-22,0.16,-2.47,2.1,-0.44,-0.76
1998-05-23,0.16,-2.48,2.1,-0.44,-0.74
1998-05-24,0.17,-2.48,2.12,-0.43,-0.72
1998-05-25,0.28,-2.45,2.3,0.07,-0.4
1998-05-26,0.41,-2.43,2.3,0.32,-0.24
1998-05-27,0.5,-2.42,2.3,0.38,-0.17
1998-05-28,0.6,-2.43,2.28,0.41,-0.15
1998-05-29,0.68,-2.42,2.29,0.42,-0.08
1998-05-30,0.76,-2.41,2.31,0.44,-0.04
1998-05-31,0.81,-2.42,2.31,0.45,-0.01
1998-06-01,0.86,-2.42,2.31,0.45,0.01
1998-06-02,0.9,-2.43,2.31,0.46,0.03
1998-06-03,0.94,-2.42,2.31,0.46,0.05
1998-06-04,0.97,-2.41,2.33,0.46,0.06
1998-06-05,0.98,-2.42,2.33,0.46,0.08
1998-06-06,1,-2.43,2.34,0.46,0.1
1998-06-07,1.01,-2.43,2.33,0.46,0.11
1998-06-08,1.02,-2.44,2.32,0.46,0.12
1998-06-09,1.02,-2.44,2.33,0.46,0.12
1998-06-10,1.05,-2.42,2.36,0.46,0.13
1998-06-11,1.06,-2.42,2.37,0.46,0.14
1998-06-12,1.06,-2.41,2.38,0.46,0.16
1998-06-13,1.06,-2.42,2.38,0.47,0.17
1998-06-14,1.08,-2.41,2.42,0.5,0.18
1998-06-15,1.11,-2.38,2.45,0.52,0.21
1998-06-16,1.12,-2.39,2.45,0.54,0.23
1998-06-17,1.13,-2.39,2.46,0.54,0.25
1998-06-18,1.13,-2.39,2.46,0.54,0.27
1998-06-19,1.14,-2.39,2.46,0.55,0.29
1998-06-20,1.18,-2.36,2.56,0.58,0.31
1998-06-21,1.19,-2.37,2.56,0.59,0.33
1998-06-22,1.24,-2.31,2.65,0.7,0.35
1998-06-23,1.32,-2.27,2.68,0.75,0.38
1998-06-24,1.37,-2.26,2.68,0.77,0.41
1998-06-25,1.41,-2.24,2.69,0.78,0.44
1998-06-26,1.43,-2.23,2.69,0.8,0.46
1998-06-27,1.42,-2.22,2.7,0.83,0.49
1998-06-28,1.39,-2.22,2.7,0.85,0.5
1998-06-29,1.37,-2.22,2.71,0.88,0.51
1998-06-30,1.34,-2.21,2.71,0.88,0.52
1998-07-01,1.31,-2.21,2.71,0.87,0.53
1998-07-02,1.29,-2.21,2.72,0.85,0.53
1998-07-03,1.26,-2.22,2.72,0.83,0.53
1998-07-04,1.23,-2.22,2.73,0.81,0.53
1998-07-05,1.2,-2.22,2.73,0.79,0.53
1998-07-06,1.17,-2.22,2.73,0.77,0.53
1998-07-07,1.14,-2.23,2.73,0.75,0.52
1998-07-08,1.11,-2.23,2.74,0.73,0.52
1998-07-09,1.09,-2.24,2.74,0.71,0.52
1998-07-10,1.06,-2.25,2.74,0.69,0.51
1998-07-11,1.05,-2.25,2.74,0.68,0.51
1998-07-12,1.04,-2.24,2.75,0.67,0.51
1998-07-13,1.04,-2.21,2.77,0.67,0.51
1998-07-14,1.02,-2.22,2.78,0.65,0.5
1998-07-15,0.99,-2.22,2.78,0.63,0.5
1998-07-16,0.97,-2.23,2.78,0.62,0.49
1998-07-17,0.96,-2.22,2.8,0.6,0.49
1998-07-18,0.95,-2.22,2.79,0.59,0.48
1998-07-19,0.93,-2.23,2.8,0.58,0.47
1998-07-20,0.9,-2.24,2.8,0.57,0.47
1998-07-21,0.88,-2.24,2.8,0.55,0.46
1998-07-22,0.85,-2.26,2.8,0.53,0.46
1998-07-23,0.83,-2.26,2.84,0.52,0.45
1998-07-24,0.83,-2.24,2.88,0.52,0.45
1998-07-25,0.82,-2.22,2.9,0.51,0.45
1998-07-26,0.81,-2.21,2.93,0.5,0.45
1998-07-27,0.8,-2.22,2.93,0.51,0.46
1998-07-28,0.79,-2.22,2.94,0.55,0.5
1998-07-29,0.84,-2.2,2.94,0.59,0.56
1998-07-30,0.85,-2.2,2.95,0.61,0.57
1998-07-31,0.85,-2.18,2.98,0.63,0.58
1998-08-01,0.85,-2.18,2.97,0.62,0.59
1998-08-02,0.85,-2.18,2.97,0.62,0.6
1998-08-03,0.84,-2.19,2.95,0.61,0.61
1998-08-04,0.84,-2.19,2.94,0.61,0.61
1998-08-05,0.84,-2.19,2.93,0.61,0.62
1998-08-06,0.84,-2.17,2.93,0.6,0.62
1998-08-07,0.84,-2.17,2.93,0.58,0.61
1998-08-08,0.83,-2.17,2.92,0.56,0.6
1998-08-09,0.82,-2.18,2.9,0.54,0.58
1998-08-10,0.8,-2.19,2.89,0.52,0.56
1998-08-11,0.79,-2.2,2.88,0.51,0.51
1998-08-12,0.77,-2.21,2.87,0.49,0.49
1998-08-13,0.75,-2.22,2.86,0.47,0.47
1998-08-14,0.74,-2.23,2.85,0.45,0.45
1998-08-15,0.72,-2.24,2.84,0.44,0.44
1998-08-16,0.7,-2.25,2.83,0.43,0.43
1998-08-17,0.68,-2.26,2.82,0.42,0.42
1998-08-18,0.66,-2.27,2.81,0.41,0.41
1998-08-19,0.64,-2.28,2.8,0.41,0.41
1998-08-20,0.62,-2.3,2.79,0.41,0.41
1998-08-21,0.59,-2.31,2.78,0.39,0.39
1998-08-22,0.57,-2.32,2.77,0.37,0.37
1998-08-23,0.55,-2.34,2.76,0.35,0.35
1998-08-24,0.53,-2.35,2.75,0.33,0.33
1998-08-25,0.5,-2.36,2.74,0.31,0.31
1998-08-26,0.53,-2.36,2.74,0.28,0.28
1998-08-27,0.58,-1.96,2.74,0.27,0.27
1998-08-28,1.14,-1.63,2.95,0.98,0.98
1998-08-29,1.56,-1.49,3.08,1.4,1.4
1998-08-30,1.8,-1.51,3.11,1.68,1.68
1998-08-31,1.99,-1.51,3.17,1.8,1.8
1998-09-01,2.12,-1.59,3.2,1.95,1.34
1998-09-02,2.2,-1.62,3.17,2.04,1.4
1998-09-03,2.24,-1.64,3.15,2.07,1.45
1998-09-04,2.26,-1.67,3.12,2.08,1.5
1998-09-05,2.27,-1.67,3.09,2.1,1.54
1998-09-06,2.26,-1.67,3.07,2.09,1.57
1998-09-07,2.25,-1.67,3.07,2.07,1.6
1998-09-08,2.24,-1.65,3.06,2.05,1.63
1998-09-09,2.21,-1.66,3.03,2.03,1.65
1998-09-10,2.18,-1.67,3.01,2.01,1.67
1998-09-11,2.15,-1.69,2.96,1.98,1.68
1998-09-12,2.12,-1.71,2.94,1.95,1.69
1998-09-13,2.08,-1.73,2.92,1.92,1.7
1998-09-14,2.04,-1.76,2.91,1.89,1.76
1998-09-15,2.01,-1.78,2.91,1.86,1.89
1998-09-16,2.39,-1.43,3.28,2.42,1.96
1998-09-17,2.98,-0.09,3.34,2.75,1.99
1998-09-18,3.08,-1,3.34,2.88,2.11
1998-09-19,3.15,-1.06,3.33,2.94,2.16
1998-09-20,3.17,-1.12,3.3,2.95,2.31
1998-09-21,3.17,-1.16,3.28,2.96,2.6
1998-09-22,3.23,-1.1,3.59,測水不,2.72
1998-09-23,3.44,-1,3.7,〃,2.95
1998-09-24,3.65,-0.89,3.79,〃,3.28
1998-09-25,3.86,-0.85,3.78,〃,3.45
1998-09-26,4.01,-0.09,3.76,〃,3.62
1998-09-27,4.21,-0.79,4,〃,3.78
1998-09-28,4.41,-0.71,4.01,4.45,3.94
1998-09-29,4.55,-0.75,3.98,4.55,4.01
1998-09-30,4.61,-0.83,3.95,4.59,4.1
1998-10-01,4.76,-0.87,3.99,4.75,4.21
1998-10-02,4.99,-0.89,4.1,4.96,4.34
1998-10-03,5.1,-0.65,4.07,5.1,4.42
1998-10-04,5.2,-0.55,4.04,5.15,4.49
1998-10-05,5.25,-0.52,4.03,5.2,4.55
1998-10-06,5.29,-0.53,4,5.21,4.61
1998-10-07,5.31,-0.59,3.98,5.2,4.67
1998-10-08,5.38,-0.59,4.05,5.26,4.73
1998-10-09,5.39,-0.65,4.02,2.24,4.78
1998-10-10,5.36,-0.7,4,5.24,4.77
1998-10-11,5.31,-0.75,3.97,5.22,4.75
1998-10-12,5.27,-0.8,3.95,5.19,4.72
1998-10-13,5.23,-0.83,3.93,5.15,4.7
1998-10-14,5.19,-0.91,3.92,5.12,4.68
1998-10-15,5.15,-0.98,3.91,5.09,4.66
1998-10-16,5.11,-1.06,3.89,5.05,4.65
1998-10-17,5.1,-1.04,3.92,5.04,5
1998-10-18,5.21,-1.03,4.12,5.4,5.05
1998-10-19,5.31,-1.04,4.15,5.65,5.1
1998-10-20,5.35,-1.1,4.12,5.68,5.13
1998-10-21,5.37,-1.15,4.08,5.66,5.13
1998-10-22,5.41,-1.18,4.08,5.65,5.12
1998-10-23,5.41,-1.22,4.05,5.64,5.12
1998-10-24,5.41,-1.28,4.03,5.61,5.11
1998-10-25,5.39,-1.33,4.01,5.56,5.11
1998-10-26,5.37,-1.38,3.98,5.52,5.08
1998-10-27,5.35,-1.45,3.96,5.49,5.05
1998-10-28,5.31,-1.51,3.94,5.45,5.01
1998-10-29,5.27,-1.55,3.92,5.41,4.98
1998-10-30,5.26,-1.55,3.91,5.36,4.95
1998-10-31,5.19,-1.63,3.88,5.31,4.9
1998-11-01,5.13,-1.68,3.87,5.26,4.87
1998-11-02,5.08,-1.72,3.85,5.21,4.83
1998-11-03,5.03,-1.74,3.84,5.16,4.79
1998-11-04,4.97,-1.75,3.81,5.1,4.74
1998-11-05,4.92,-1.77,3.8,5.03,4.69
1998-11-06,4.86,-1.79,3.77,4.96,4.63
1998-11-07,4.81,-1.82,3.75,4.9,4.58
1998-11-08,4.76,-1.85,3.73,4.84,4.54
1998-11-09,4.7,-1.88,3.71,4.78,4.51
1998-11-10,4.64,-1.91,3.69,4.72,4.46
1998-11-11,4.59,-1.93,3.66,4.66,4.41
1998-11-12,4.53,-1.93,3.63,4.6,4.36
1998-11-13,4.48,-1.94,3.61,4.54,4.31
1998-11-14,4.43,-1.94,3.58,4.48,4.26
1998-11-15,4.37,-1.95,3.56,4.42,4.21
1998-11-16,4.32,-1.98,3.53,4.36,4.15
1998-11-17,4.27,-1.98,3.51,4.3,4.1
1998-11-18,4.23,-1.99,3.5,4.24,4.05
1998-11-19,4.21,-1.99,3.49,4.19,3.99
1998-11-20,4.11,-2,3.46,4.14,3.94
1998-11-21,4.06,-2.01,3.46,4.06,3.88
1998-11-22,4.01,-2.04,3.43,4,3.83
1998-11-23,3.95,-2.05,3.41,3.94,3.78
1998-11-24,3.9,-2.06,3.41,3.88,3.72
1998-11-25,3.96,-2.06,3.43,3.82,3.66
1998-11-26,4.04,-2.04,3.41,3.79,3.61
1998-11-27,4.09,-2.04,3.42,3.77,3.57
1998-11-28,4.04,-2.02,3.41,3.75,3.52
1998-11-29,3.98,-2.01,3.38,3.73,3.47
1998-11-30,3.91,-2,3.35,3.7,3.42
1998-12-01,3.86,-1.99,3.33,3.67,3.37
1998-12-02,3.81,-1.99,3.31,3.63,3.32
1998-12-03,3.76,-1.99,3.29,3.59,3.27
1998-12-04,3.73,-1.99,3.28,3.55,3.22
1998-12-05,3.68,-1.97,3.26,3.51,3.17
1998-12-06,3.65,-1.94,3.27,3.47,3.14
1998-12-07,3.6,-1.94,3.26,3.44,3.09
1998-12-08,3.56,-1.93,3.26,3.4,3.04
1998-12-09,3.5,-1.94,3.24,3.35,3
1998-12-10,3.45,-1.94,3.21,3.29,2.95
1998-12-11,3.4,-1.93,3.19,3.24,2.91
1998-12-12,3.34,-1.94,3.16,3.2,2.88
1998-12-13,3.28,-1.93,3.15,3.15,2.84
1998-12-14,3.22,-1.93,3.13,3.1,2.8
1998-12-15,3.16,-1.91,3.12,3.05,2.76
1998-12-16,3.11,-1.91,3.11,3,2.72
1998-12-17,3.06,-1.93,3.09,2.95,2.68
1998-12-18,3,-1.93,3.08,2.9,2.64
1998-12-19,2.95,-1.93,3.06,2.85,2.6
1998-12-20,2.9,-1.92,3.05,2.8,2.56
1998-12-21,2.85,-1.93,3.04,2.75,2.52
1998-12-22,2.8,-1.93,3.02,2.7,2.48
1998-12-23,2.75,-1.93,3.01,2.65,2.45
1998-12-24,2.71,-1.94,3,2.6,2.42
1998-12-25,2.65,-1.94,2.99,2.55,2.39
1998-12-26,2.6,-1.94,2.97,2.5,2.36
1998-12-27,2.55,-1.94,2.97,2.45,2.33
1998-12-28,2.54,-1.95,2.96,2.4,2.3
1998-12-29,2.49,-1.94,2.95,2.35,2.27
1998-12-30,2.4,-1.95,2.94,2.3,2.24
1998-12-31,2.36,-1.96,2.93,2.25,2.21
1999-01-01,2.32,-1.97,2.94,2.25,2.19
1999-01-02,2.28,-1.98,2.93,2.2,2.18
1999-01-03,2.24,-1.98,2.92,2.15,2.17
1999-01-04,2.21,-1.99,2.91,2.1,2.16
1999-01-05,2.15,-2,2.89,2.05,2.15
1999-01-06,2.11,-2,2.88,2,2.14
1999-01-07,2.06,-1.94,2.88,1.97,2.11
1999-01-08,2.02,-1.89,2.86,1.94,2.07
1999-01-09,1.97,-1.84,2.85,1.92,2.03
1999-01-10,1.94,-1.79,2.84,1.89,1.97
1999-01-11,1.91,-1.74,2.83,1.87,1.93
1999-01-12,1.98,-1.74,2.81,1.86,1.9
1999-01-13,2.04,-1.74,2.8,1.85,1.87
1999-01-14,2.08,-1.74,2.79,1.84,1.84
1999-01-15,2.11,-1.74,2.78,1.83,1.82
1999-01-16,2.16,-1.74,2.77,1.82,1.79
1999-01-17,2.19,-1.75,2.76,1.81,1.76
1999-01-18,2.21,-1.75,2.75,1.8,1.73
1999-01-19,2.23,-1.76,2.75,1.8,1.7
1999-01-20,2.25,-1.76,2.75,1.8,1.67
1999-01-21,2.27,-1.76,2.74,1.8,1.64
1999-01-22,2.28,-1.76,2.73,1.8,1.61
1999-01-23,2.29,-1.77,2.72,1.8,1.58
1999-01-24,2.29,-1.76,2.71,1.79,1.55
1999-01-25,2.3,-1.75,2.72,1.79,1.52
1999-01-26,2.3,-1.75,2.72,1.78,1.49
1999-01-27,2.31,-1.75,2.71,1.77,1.46
1999-01-28,2.33,-1.76,2.7,1.76,1.44
1999-01-29,2.33,-1.76,2.69,1.75,1.42
1999-01-30,2.32,-1.77,2.68,1.74,1.4
1999-01-31,2.32,-1.78,2.66,1.73,1.38
1999-02-01,2.32,-1.78,2.65,1.74,1.36
1999-02-02,2.3,-1.78,2.64,1.75,1.32
1999-02-03,2.3,-1.79,2.63,1.76,1.29
1999-02-04,2.29,-1.79,2.62,1.76,1.26
1999-02-05,2.28,-1.79,2.61,1.76,1.23
1999-02-06,2.28,-1.79,2.6,1.75,1.2
1999-02-07,2.27,-1.8,2.59,1.75,1.18
1999-02-08,2.26,-1.8,2.58,1.74,1.16
1999-02-09,2.27,-1.81,2.57,1.73,1.14
1999-02-10,2.26,-1.81,2.57,1.72,1.12
1999-02-11,2.21,-1.81,2.56,1.7,1.1
1999-02-12,2.17,-1.78,2.57,1.69,1.08
1999-02-13,2.11,-1.78,2.56,1.68,1.06
1999-02-14,2.06,-1.78,2.54,1.67,1.03
1999-02-15,2.02,-1.77,2.54,1.66,1
1999-02-16,1.98,-1.77,2.53,1.64,0.97
1999-02-17,1.94,-1.76,2.53,1.61,0.93
1999-02-18,1.9,-1.76,2.52,1.58,0.9
1999-02-19,1.85,-1.75,2.53,1.55,0.87
1999-02-20,1.81,-1.75,2.52,1.52,0.84
1999-02-21,1.76,-1.74,2.52,1.48,0.8
1999-02-22,1.73,-1.74,2.51,1.43,0.77
1999-02-23,1.68,-1.74,2.5,1.38,0.74
1999-02-24,1.68,-1.74,2.5,1.33,0.71
1999-02-25,1.7,-1.74,2.52,1.28,0.68
1999-02-26,1.7,-1.75,2.51,1.24,0.66
1999-02-27,1.7,-1.75,2.53,1.19,0.64
1999-02-28,1.7,-1.77,2.52,1.15,0.62
1999-03-01,1.69,-1.78,2.51,1.1,0.6
1999-03-02,1.68,-1.79,2.51,1.07,0.57
1999-03-03,1.68,-1.79,2.5,1.04,0.54
1999-03-04,1.67,-1.8,2.5,1.02,0.51
1999-03-05,1.66,-1.81,2.5,1,0.48
1999-03-06,1.64,-1.82,2.5,0.98,0.44
1999-03-07,1.63,-1.84,2.5,0.96,0.41
1999-03-08,1.62,-1.84,2.5,0.94,0.37
1999-03-09,1.61,-1.84,2.49,0.92,0.34
1999-03-10,1.6,-1.84,2.49,0.9,0.31
1999-03-11,1.57,-1.85,2.48,0.89,0.29
1999-03-12,1.56,-1.86,2.48,0.88,0.27
1999-03-13,1.54,-1.88,2.47,0.87,0.25
1999-03-14,1.52,-1.88,2.46,0.86,0.23
1999-03-15,1.52,-1.87,2.47,0.85,0.21
1999-03-16,1.52,-1.87,2.54,0.84,0.19
1999-03-17,1.5,-1.89,2.53,0.83,0.17
1999-03-18,1.49,-1.89,2.53,0.82,0.15
1999-03-19,1.46,-1.9,2.52,0.82,0.13
1999-03-20,1.47,-1.9,2.53,0.81,0.12
1999-03-21,1.47,-1.89,2.54,0.8,0.09
1999-03-22,1.48,-1.86,2.57,0.78,0.07
1999-03-23,1.46,-1.89,2.56,0.76,0.04
1999-03-24,1.44,-1.89,2.55,0.75,0.02
1999-03-25,1.44,-1.89,2.54,0.74,0
1999-03-26,1.42,-1.89,2.54,0.72,-0.04
1999-03-27,1.33,-1.85,2.54,0.7,-0.07
1999-03-28,1.25,-1.81,2.54,0.69,-0.01
1999-03-29,1.15,-1.77,2.52,0.68,-0.14
1999-03-30,1.06,-1.74,2.51,0.67,-0.17
1999-03-31,1,-1.68,2.53,0.67,-0.2
1999-04-01,0.92,-1.61,2.53,0.63,-0.2
1999-04-02,0.84,-1.58,2.54,0.58,-0.18
1999-04-03,0.78,-1.54,2.52,0.53,-0.16
1999-04-04,0.71,-1.49,2.52,0.48,-0.15
1999-04-05,0.63,-1.45,2.51,0.43,-0.14
1999-04-06,0.57,-1.42,2.5,0.38,-0.14
1999-04-07,0.51,-1.39,2.51,0.35,-0.13
1999-04-08,0.55,-1.39,2.5,0.31,-0.12
1999-04-09,0.57,-1.4,2.48,0.27,-0.11
1999-04-10,0.59,-1.41,2.48,0.23,-0.1
1999-04-11,0.66,-1.34,2.58,0.2,-0.09
1999-04-12,0.68,-1.33,2.59,0.2,-0.08
1999-04-13,0.71,-1.33,2.59,0.2,-0.08
1999-04-14,0.73,-1.33,2.59,0.2,-0.07
1999-04-15,0.74,-1.34,2.57,0.2,-0.07
1999-04-16,0.75,-1.34,2.56,0.21,-0.06
1999-04-17,0.77,-1.34,2.55,0.21,-0.06
1999-04-18,0.78,-1.35,2.55,0.21,-0.05
1999-04-19,0.8,-1.34,2.56,0.22,-0.05
1999-04-20,0.81,-1.34,2.57,0.22,-0.04
1999-04-21,0.81,-1.34,2.56,0.23,-0.04
1999-04-22,0.81,-1.34,2.55,0.23,-0.03
1999-04-23,0.81,-1.34,2.54,0.23,-0.03
1999-04-24,0.84,-1.34,2.59,0.24,-0.02
1999-04-25,0.86,-1.29,2.61,0.25,-0.01
1999-04-26,0.87,-1.28,2.6,0.26,0
1999-04-27,0.87,-1.28,2.58,0.27,0
1999-04-28,0.88,-1.28,2.58,0.28,0.01
1999-04-29,0.89,-1.26,2.58,0.28,0.02
1999-04-30,0.9,-1.26,2.56,0.28,0.02
1999-05-01,0.9,-1.26,2.55,0.27,0.03
1999-05-02,0.9,-1.26,2.54,0.26,0.04
1999-05-03,0.89,-1.26,2.53,0.25,0.04
1999-05-04,0.89,-1.26,2.53,0.26,0.05
1999-05-05,0.99,-1.21,2.68,0.54,0.11
1999-05-06,1.03,-1.19,2.67,0.55,0.14
1999-05-07,1.06,-1.19,2.65,0.55,0.15
1999-05-08,1.08,-1.19,2.64,0.56,0.16
1999-05-09,1.1,-1.19,2.63,0.56,0.16
1999-05-10,1.13,-1.19,2.62,0.55,0.17
1999-05-11,1.14,-1.19,2.61,0.55,0.18
1999-05-12,1.16,-1.18,2.61,0.55,0.19
1999-05-13,1.18,-1.18,2.59,0.55,0.2
1999-05-14,1.19,-1.19,2.59,0.56,0.21
1999-05-15,1.2,-1.23,2.58,0.57,0.21
1999-05-16,1.21,-1.23,2.58,0.58,0.22
1999-05-17,1.21,-1.25,2.57,0.58,0.22
1999-05-18,1.21,-1.29,2.56,0.58,0.23
1999-05-19,1.21,-1.32,2.55,0.58,0.23
1999-05-20,1.22,-1.34,2.58,0.6,0.23
1999-05-21,1.22,-1.38,2.56,0.6,0.24
1999-05-22,1.22,-1.4,2.55,0.6,0.24
1999-05-23,1.22,-1.44,2.54,0.6,0.24
1999-05-24,1.21,-1.48,2.53,0.6,0.25
1999-05-25,1.23,-1.46,2.55,0.6,0.25
1999-05-26,1.22,-1.48,2.54,0.6,0.25
1999-05-27,1.25,-1.45,2.57,0.61,0.27
1999-05-28,1.31,-1.41,2.68,0.75,0.45
1999-05-29,1.33,-1.41,2.66,0.76,0.46
1999-05-30,1.34,-1.43,2.64,0.78,0.47
1999-05-31,1.37,-1.43,2.63,0.81,0.48
1999-06-01,1.38,-1.44,2.62,0.82,0.49
1999-06-02,1.39,-1.45,2.6,0.83,0.5
1999-06-03,1.4,-1.49,2.58,0.84,0.5
1999-06-04,1.4,-1.52,2.56,0.85,0.5
1999-06-05,1.42,-1.55,2.54,0.85,0.51
1999-06-06,1.42,-1.59,2.52,0.85,0.51
1999-06-07,1.43,-1.61,2.51,0.85,0.52
1999-06-08,1.44,-1.6,2.5,0.85,0.52
1999-06-09,1.44,-1.6,2.49,0.85,0.52
1999-06-10,1.44,-1.6,2.41,0.84,0.52
1999-06-11,1.44,-1.61,2.4,0.84,0.52
1999-06-12,1.45,-1.6,2.44,0.84,0.52
1999-06-13,1.44,-1.61,2.43,0.84,0.52
1999-06-14,1.44,-1.61,2.42,0.84,0.52
1999-06-15,1.44,-1.63,2.4,0.83,0.52
1999-06-16,1.43,-1.64,2.4,0.83,0.52
1999-06-17,1.35,-1.64,2.38,0.83,0.52
1999-06-18,1.26,-1.64,2.38,0.82,0.52
1999-06-19,1.19,-1.64,2.4,0.82,0.52
1999-06-20,1.14,-1.6,2.42,0.82,0.52
1999-06-21,1.07,-1.6,2.41,0.81,0.52
1999-06-22,1,-1.6,2.39,0.7,0.52
1999-06-23,0.93,-1.6,2.39,0.69,0.52
1999-06-24,0.88,-1.6,2.39,0.68,0.52
1999-06-25,0.87,-1.61,2.4,0.67,0.54
1999-06-26,0.87,-1.6,2.41,0.68,0.55
1999-06-27,0.92,-1.6,2.42,0.7,0.57
1999-06-28,1.07,-1.58,2.53,0.71,0.62
1999-06-29,1.13,-1.58,2.52,1.05,0.64
1999-06-30,1.36,-1.44,2.78,1.7,1.06
1999-07-01,1.69,-1.29,2.84,1.75,1.22
1999-07-02,1.79,-1.26,2.82,1.85,1.26
1999-07-03,1.86,-1.24,2.82,1.88,1.34
1999-07-04,1.93,-1.21,2.88,1.89,1.42
1999-07-05,1.97,-1.21,2.86,1.9,1.45
1999-07-06,1.99,-1.2,2.85,1.9,1.45
1999-07-07,1.99,-1.21,2.82,1.9,1.47
1999-07-08,1.98,-1.25,2.8,1.9,1.48
1999-07-09,1.96,-1.3,2.79,1.9,1.49
1999-07-10,1.94,-1.34,2.77,1.89,1.5
1999-07-11,1.92,-1.39,2.76,1.89,1.53
1999-07-12,1.9,-1.41,2.78,1.88,1.55
1999-07-13,1.9,-1.43,2.8,1.87,1.59
1999-07-14,1.96,-1.35,2.95,1.87,1.63
1999-07-15,1.98,-1.34,2.97,1.89,1.65
1999-07-16,1.99,-1.35,2.96,1.88,1.65
1999-07-17,1.98,-1.38,2.94,1.87,1.66
1999-07-18,1.97,-1.4,2.93,1.86,1.66
1999-07-19,1.97,-1.43,2.91,1.84,1.66
1999-07-20,1.94,-1.45,2.9,1.82,1.67
1999-07-21,1.93,-1.49,2.9,1.8,1.67
1999-07-22,1.9,-1.51,2.89,1.77,1.66
1999-07-23,1.87,-1.5,2.95,1.74,1.66
1999-07-24,1.85,-1.5,2.94,1.71,1.66
1999-07-25,1.82,-1.5,2.94,1.68,1.65
1999-07-26,1.79,-1.51,2.93,1.67,1.65
1999-07-27,1.75,-1.53,2.92,1.65,1.65
1999-07-28,1.73,-1.54,2.91,1.65,1.65
1999-07-29,1.7,-1.54,2.9,1.64,1.64
1999-07-30,1.67,-1.55,2.89,1.62,1.64
1999-07-31,1.64,-1.57,2.88,1.6,1.64
1999-08-01,1.61,-1.59,2.87,1.57,1.63
1999-08-02,1.57,-1.6,2.86,1.55,1.63
1999-08-03,1.55,-1.61,2.86,1.54,1.62
1999-08-04,1.51,-1.61,2.85,1.53,1.62
1999-08-05,1.49,-1.61,2.87,1.52,1.61
1999-08-06,1.46,-1.54,3.04,1.5,1.61
1999-08-07,1.46,-1.5,3.11,1.49,1.6
