date,西湖,河口湖,山中湖,精進湖,本栖湖
2015-10-19,0.88,-1.57,2.85,0.74,0.69
2015-10-20,0.86,-1.57,2.85,0.72,0.68
2015-10-21,0.83,-1.58,2.84,0.7,0.66
2015-10-22,0.8,-1.58,2.83,0.67,0.64
2015-10-23,0.78,-1.58,2.83,0.65,0.62
2015-10-24,0.75,-1.57,2.82,0.63,0.6
2015-10-25,0.72,-1.56,2.81,0.6,0.57
2015-10-26,0.69,-1.54,2.8,0.57,0.55
2015-10-27,0.66,-1.53,2.79,0.55,0.53
2015-10-28,0.63,-1.52,2.79,0.53,0.51
2015-10-29,0.62,-1.51,2.79,0.5,0.48
2015-10-30,0.66,-1.52,2.78,0.48,0.46
2015-11-01,0.71,-1.55,2.76,0.44,0.41
2015-11-02,0.74,-1.55,2.78,0.44,0.41
2015-11-03,0.76,-1.56,2.78,0.44,0.4
2015-11-04,0.77,-1.57,2.77,0.43,0.37
2015-11-05,0.78,-1.59,2.77,0.42,0.35
2015-11-06,0.79,-1.6,2.76,0.42,0.34
2015-11-07,0.8,-1.61,2.75,0.42,0.32
2015-11-08,0.81,-1.62,2.75,0.42,0.3
2015-11-09,0.82,-1.63,2.77,0.42,0.3
2015-11-10,0.84,-1.63,2.77,0.43,0.3
2015-11-11,0.86,-1.62,2.78,0.44,0.3
2015-11-12,0.86,-1.64,2.77,0.43,0.28
2015-11-13,0.86,-1.65,2.76,0.42,0.26
2015-11-14,0.86,-1.66,2.76,0.42,0.25
2015-11-15,0.88,-1.65,2.79,0.44,0.27
2015-11-16,0.88,-1.66,2.79,0.44,0.26
2015-11-17,0.88,-1.68,2.78,0.43,0.24
2015-11-18,0.89,-1.68,2.78,0.44,0.24
2015-11-19,0.91,-1.66,2.79,0.45,0.25
2015-11-20,0.91,-1.67,2.78,0.44,0.24
2015-11-21,0.91,-1.68,2.77,0.43,0.23
2015-11-22,0.9,-1.7,2.76,0.43,0.21
2015-11-23,0.9,-1.71,2.75,0.42,0.2
2015-11-24,0.9,-1.72,2.74,0.42,0.2
2015-11-25,0.9,-1.73,2.73,0.41,0.18
2015-11-26,0.91,-1.72,2.75,0.42,0.18
2015-11-27,0.91,-1.73,2.74,0.42,0.17
2015-11-28,0.9,-1.74,2.73,0.41,0.16
2015-11-29,0.89,-1.76,2.72,0.4,0.15
2015-11-30,0.89,-1.77,2.71,0.39,0.14
2015-12-01,0.87,-1.78,2.7,0.38,0.12
2015-12-02,0.8,-1.8,2.69,0.38,0.09
2015-12-03,0.74,-1.8,2.7,0.38,0.08
2015-12-04,0.68,-1.81,2.68,0.36,0.03
2015-12-05,0.68,-1.83,2.67,0.33,0
2015-12-06,0.68,-1.84,2.67,0.3,-0.04
2015-12-07,0.68,-1.85,2.66,0.27,-0.06
2015-12-08,0.68,-1.86,2.65,0.25,-0.1
2015-12-09,0.67,-1.86,2.65,0.23,-0.14
2015-12-10,0.61,-1.87,2.64,0.21,-0.17
2015-12-11,0.63,-1.86,2.78,0.33,-0.08
2015-12-12,0.66,-1.85,2.82,0.38,-0.05
2015-12-13,0.68,-1.86,2.82,0.38,-0.05
2015-12-14,0.7,-1.87,2.82,0.37,-0.05
2015-12-15,0.71,-1.88,2.8,0.35,-0.08
2015-12-16,0.71,-1.88,2.79,0.34,-0.1
2015-12-17,0.66,-1.9,2.78,0.33,-0.13
2015-12-18,0.61,-1.91,2.77,0.3,-0.16
2015-12-19,0.61,-1.92,2.76,0.28,-0.18
2015-12-20,0.63,-1.92,2.74,0.25,-0.2
2015-12-21,0.63,-1.93,2.73,0.23,-0.2
2015-12-22,0.63,-1.94,2.72,0.21,-0.2
2015-12-23,0.63,-1.96,2.71,0.2,-0.19
2015-12-24,0.64,-1.96,2.71,0.2,-0.18
2015-12-25,0.64,-1.97,2.7,0.19,-0.2
2015-12-26,0.63,-1.98,2.69,0.17,-0.2
2015-12-27,0.63,-1.98,2.68,0.16,-0.2
2015-12-28,0.62,-1.99,2.67,0.15,-0.21
2015-12-29,0.62,-2,2.67,0.14,-0.22
2015-12-30,0.61,-2,2.66,0.13,-0.22
2015-12-31,0.6,-2.01,2.65,0.12,-0.23
2016-01-01,0.59,-2.02,2.64,0.12,-0.23
2016-01-02,0.59,-2.03,2.63,0.11,-0.24
2016-01-03,0.58,-2.04,2.62,0.1,-0.24
2016-01-04,0.57,-2.05,2.61,0.09,-0.25
2016-01-05,0.56,-2.06,2.6,0.08,-0.25
2016-01-06,0.56,-2.07,2.6,0.07,-0.26
2016-01-07,0.55,-2.08,2.59,0.06,-0.26
2016-01-08,0.54,-2.09,2.58,0.05,-0.27
2016-01-09,0.53,-2.1,2.57,0.04,-0.28
2016-01-10,0.52,-2.11,2.57,0.03,-0.29
2016-01-11,0.51,-2.12,2.56,0.03,-0.3
2016-01-12,0.51,-2.13,2.55,0.02,-0.3
2016-01-13,0.49,-2.13,2.55,0.01,-0.31
2016-01-14,0.48,-2.14,2.55,0,-0.32
2016-01-15,0.47,-2.15,2.54,-0.01,-0.33
2016-01-16,0.47,-2.16,2.54,-0.02,-0.34
2016-01-17,0.46,-2.17,2.53,-0.03,-0.35
2016-01-18,0.49,-2.13,2.57,0,-0.32
2016-01-19,0.48,-2.13,2.58,-0.01,-0.32
2016-01-20,0.46,-2.15,2.57,-0.03,-0.33
2016-01-21,0.45,-2.16,2.57,-0.04,-0.34
2016-01-22,0.44,-2.17,2.56,-0.05,-0.35
2016-01-23,0.43,-2.18,2.55,-0.06,-0.36
2016-01-24,0.42,-2.2,2.55,-0.07,-0.37
2016-01-25,0.4,-2.11,2.54,-0.08,-0.38
2016-01-26,0.39,-2.21,2.53,-0.09,-0.39
2016-01-27,0.38,-2.22,2.53,-0.1,-0.4
2016-01-28,0.37,-2.23,2.52,-0.11,-0.42
2016-01-29,0.37,-2.24,2.53,-0.11,-0.42
2016-01-30,0.37,-2.22,2.56,-0.1,-0.4
2016-01-31,0.36,-2.23,2.55,-0.11,-0.41
2016-02-01,0.35,-2.24,2.55,-0.13,-0.42
2016-02-02,0.34,-2.24,2.54,-0.14,-0.42
2016-02-03,0.33,-2.25,2.54,-0.15,-0.44
2016-02-04,0.32,-2.27,2.53,-0.16,-0.45
2016-02-05,0.31,-2.27,2.52,-0.17,-0.46
2016-02-06,0.31,-2.28,2.52,-0.17,-0.47
2016-02-07,0.3,-2.29,2.51,-0.18,-0.48
2016-02-08,0.29,-2.3,2.51,-0.2,-0.49
2016-02-09,0.28,-2.31,2.5,-0.21,-0.5
2016-02-10,0.26,-2.32,2.49,-0.22,-0.51
2016-02-11,0.25,-2.33,2.49,-0.23,-0.52
2016-02-12,0.24,-2.34,2.48,-0.24,-0.54
2016-02-13,0.23,-2.34,2.48,-0.24,-0.54
2016-02-14,0.32,-2.29,2.61,-0.11,-0.44
2016-02-15,0.36,-2.29,2.63,-0.07,-0.42
2016-02-16,0.38,-2.3,2.63,-0.06,-0.41
2016-02-17,0.39,-2.31,2.62,-0.06,-0.41
2016-02-18,0.4,-2.32,2.62,-0.06,-0.41
2016-02-19,0.4,-2.32,2.61,-0.07,-0.41
2016-02-20,0.42,-2.32,2.63,-0.03,-0.39
2016-02-21,0.47,-2.29,2.69,0.05,-0.33
2016-02-22,0.48,-2.3,2.68,0.07,-0.32
2016-02-23,0.49,-2.31,2.68,0.08,-0.32
2016-02-24,0.51,-2.31,2.67,0.09,-0.31
2016-02-25,0.52,-2.32,2.66,0.1,-0.3
2016-02-26,0.53,-2.32,2.66,0.1,-0.3
2016-02-27,0.54,-2.33,2.64,0.09,-0.3
2016-02-28,0.54,-2.33,2.64,0.09,-0.31
2016-02-29,0.55,-2.34,2.62,0.08,-0.31
2016-03-01,0.55,-2.35,2.62,0.08,-0.31
2016-03-02,0.55,-2.35,2.61,0.07,-0.32
2016-03-03,0.55,-2.36,2.6,0.06,-0.32
2016-03-04,0.54,-2.37,2.59,0.05,-0.32
2016-03-05,0.54,-2.37,2.58,0.04,-0.33
2016-03-06,0.53,-2.37,2.57,0.04,-0.32
2016-03-07,0.54,-2.37,2.59,0.04,-0.32
2016-03-08,0.53,-2.37,2.6,0.03,-0.32
2016-03-09,0.53,-2.36,2.61,0.04,-0.31
2016-03-10,0.55,-2.34,2.63,0.06,-0.29
2016-03-11,0.55,-2.33,2.62,0.06,-0.29
2016-03-12,0.55,-2.34,2.61,0.05,-0.29
2016-03-13,0.54,-2.34,2.61,0.05,-0.29
2016-03-14,0.55,-2.34,2.6,0.05,-0.28
2016-03-15,0.56,-2.32,2.61,0.06,-0.27
2016-03-16,0.56,-2.32,2.6,0.06,-0.28
2016-03-17,0.55,-2.33,2.59,0.05,-0.28
2016-03-18,0.55,-2.33,2.58,0.05,-0.29
2016-03-19,0.57,-2.32,2.59,0.07,-0.26
2016-03-20,0.58,-2.32,2.59,0.08,-0.26
2016-03-21,0.59,-2.32,2.58,0.09,-0.26
2016-03-22,0.59,-2.32,2.57,0.09,-0.26
2016-03-23,0.59,-2.33,2.57,0.09,-0.26
2016-03-24,0.59,-2.32,2.56,0.09,-0.26
2016-03-25,0.6,-2.32,2.55,0.09,-0.26
2016-03-26,0.6,-2.32,2.54,0.09,-0.26
2016-03-27,0.6,-2.32,2.54,0.09,-0.26
2016-03-28,0.6,-2.32,2.53,0.09,-0.26
2016-03-29,0.61,-2.31,2.54,0.1,-0.26
2016-03-30,0.6,-2.31,2.53,0.1,-0.26
2016-03-31,0.6,-2.31,2.53,0.09,-0.27
2016-04-01,0.6,-2.32,2.52,0.08,-0.27
2016-04-02,0.59,-2.32,2.51,0.08,-0.27
2016-04-03,0.59,-2.32,2.51,0.08,-0.27
2016-04-04,0.61,-2.31,2.53,0.11,-0.24
2016-04-05,0.61,-2.31,2.54,0.11,-0.23
2016-04-06,0.61,-2.31,2.53,0.11,-0.24
2016-04-07,0.63,-2.3,2.57,0.13,-0.21
2016-04-08,0.66,-2.28,2.61,0.15,-0.19
2016-04-09,0.67,-2.28,2.61,0.15,-0.19
2016-04-10,0.68,-2.28,2.6,0.16,-0.19
2016-04-11,0.68,-2.28,2.59,0.17,-0.19
2016-04-12,0.69,-2.28,2.58,0.17,-0.19
2016-04-13,0.69,-2.29,2.57,0.18,-0.18
2016-04-14,0.72,-2.27,2.62,0.23,-0.14
2016-04-15,0.73,-2.27,2.61,0.23,-0.14
2016-04-16,0.74,-2.28,2.6,0.23,-0.14
2016-04-17,0.76,-2.27,2.63,0.27,-0.1
2016-04-18,0.77,-2.27,2.65,0.31,-0.07
2016-04-19,0.78,-2.27,2.65,0.32,-0.07
2016-04-20,0.79,-2.28,2.64,0.33,-0.06
2016-04-21,0.8,-2.28,2.64,0.34,-0.05
2016-04-22,0.83,-2.27,2.66,0.37,-0.02
2016-04-23,0.84,-2.27,2.66,0.37,-0.02
2016-04-24,0.85,-2.27,2.65,0.37,-0.01
2016-04-25,0.85,-2.28,2.64,0.37,-0.01
2016-04-26,0.86,-2.28,2.62,0.37,-0.01
2016-04-27,0.86,-2.28,2.61,0.37,-0.01
2016-04-28,0.88,-2.27,2.62,0.38,0.01
2016-04-29,0.88,-2.27,2.61,0.38,0.02
2016-04-30,0.88,-2.28,2.59,0.37,0.01
2016-05-01,0.88,-2.29,2.58,0.37,0.01
2016-05-02,0.88,-2.29,2.56,0.37,0.01
2016-05-03,0.88,-2.3,2.55,0.36,0.01
2016-05-04,0.9,-2.28,2.63,0.44,0.12
2016-05-05,0.9,-2.29,2.64,0.46,0.15
2016-05-06,0.91,-2.3,2.59,0.46,0.16
2016-05-07,0.91,-2.31,2.57,0.46,0.17
2016-05-08,0.91,-2.31,2.56,0.46,0.17
2016-05-09,0.92,-2.32,2.55,0.46,0.18
2016-05-10,0.93,-2.31,2.55,0.47,0.19
2016-05-11,0.96,-2.3,2.6,0.52,0.24
2016-05-12,0.97,-2.3,2.61,0.54,0.26
2016-05-13,0.97,-2.31,2.6,0.54,0.27
2016-05-14,0.98,-2.32,2.58,0.54,0.27
2016-05-15,0.99,-2.32,2.57,0.54,0.27
2016-05-16,0.99,-2.34,2.56,0.54,0.27
2016-05-17,1.02,-2.33,2.57,0.57,0.31
2016-05-18,1.03,-2.33,2.58,0.57,0.31
2016-05-19,1.04,-2.34,2.57,0.57,0.31
2016-05-20,1.04,-2.35,2.55,0.57,0.31
2016-05-21,1.04,-2.36,2.54,0.57,0.3
2016-05-22,1.05,-2.38,2.56,0.57,0.3
2016-05-23,1.05,-2.4,2.56,0.57,0.3
2016-05-24,1.04,-2.42,2.54,0.57,0.29
2016-05-25,0.97,-2.43,2.53,0.56,0.29
2016-05-26,0.91,-2.43,2.52,0.55,0.28
2016-05-27,0.86,-2.44,2.52,0.54,0.28
2016-05-28,0.81,-2.44,2.51,0.52,0.28
2016-05-29,0.76,-2.44,2.5,0.5,0.27
2016-05-30,0.72,-2.43,2.51,0.49,0.28
2016-05-31,0.68,-2.42,2.51,0.46,0.27
2016-06-01,0.64,-2.43,2.5,0.43,0.26
2016-06-02,0.6,-2.44,2.49,0.4,0.25
2016-06-03,0.62,-2.46,2.48,0.37,0.23
2016-06-04,0.64,-2.48,2.47,0.34,0.22
2016-06-05,0.66,-2.49,2.47,0.33,0.21
2016-06-06,0.68,-2.51,2.47,0.32,0.2
2016-06-07,0.69,-2.52,2.46,0.31,0.18
2016-06-08,0.7,-2.53,2.45,0.3,0.17
2016-06-09,0.7,-2.55,2.45,0.29,0.16
2016-06-10,0.71,-2.56,2.45,0.29,0.15
2016-06-11,0.71,-2.57,2.44,0.28,0.13
2016-06-12,0.72,-2.59,2.43,0.28,0.12
2016-06-13,0.73,-2.59,2.47,0.3,0.14
2016-06-14,0.74,-2.6,2.48,0.3,0.14
2016-06-15,0.74,-2.61,2.47,0.29,0.13
2016-06-16,0.73,-2.63,2.46,0.28,0.12
2016-06-17,0.74,-2.64,2.47,0.29,0.12
2016-06-18,0.74,-2.66,2.46,0.28,0.1
2016-06-19,0.73,-2.68,2.45,0.27,0.09
2016-06-20,0.73,-2.69,2.45,0.27,0.08
2016-06-21,0.74,-2.7,2.44,0.26,0.08
2016-06-22,0.73,-2.71,2.44,0.26,0.07
2016-06-23,0.73,-2.72,2.44,0.26,0.07
2016-06-24,0.73,-2.74,2.43,0.25,0.06
2016-06-25,0.73,-2.74,2.44,0.25,0.05
2016-06-26,0.72,-2.76,2.44,0.24,0.04
2016-06-27,0.71,-2.78,2.43,0.23,0.03
2016-06-28,0.72,-2.79,2.46,0.23,0.03
2016-06-29,0.71,-2.8,2.46,0.23,0.02
2016-06-30,0.7,-2.81,2.46,0.22,0.01
2016-07-01,0.7,-2.83,2.45,0.21,0
2016-07-02,0.69,-2.84,2.44,0.21,0
2016-07-03,0.69,-2.85,2.43,0.2,-0.01
2016-07-04,0.68,-2.87,2.42,0.19,-0.02
2016-07-05,0.67,-2.9,2.41,0.18,-0.04
2016-07-06,0.66,-2.91,2.4,0.17,-0.05
2016-07-07,0.65,-2.93,2.39,0.16,-0.06
2016-07-08,0.64,-2.95,2.38,0.15,-0.07
2016-07-09,0.64,-2.96,2.38,0.15,-0.06
2016-07-10,0.64,-2.97,2.39,0.15,-0.06
2016-07-11,0.63,-2.99,2.38,0.13,-0.07
2016-07-12,0.62,-3,2.37,0.12,-0.08
2016-07-13,0.61,-3.02,2.36,0.12,-0.09
2016-07-14,0.61,-3.02,2.35,0.11,-0.1
2016-07-15,0.6,-3.03,2.35,0.1,-0.11
2016-07-16,0.59,-3.04,2.34,0.09,-0.12
2016-07-17,0.58,-3.05,2.33,0.08,-0.13
2016-07-18,0.57,-3.07,2.32,0.07,-0.14
2016-07-19,0.56,-3.09,2.32,0.06,-0.15
2016-07-20,0.55,-3.11,2.31,0.05,-0.16
2016-07-21,0.53,-3.13,2.3,0.04,-0.18
2016-07-22,0.53,-3.14,2.31,0.04,-0.18
2016-07-23,0.52,-3.15,2.3,0.02,-0.19
2016-07-24,0.51,-3.17,2.29,0.01,-0.2
2016-07-25,0.49,-3.18,2.28,0,-0.22
2016-07-26,0.48,-3.2,2.27,-0.01,-0.23
2016-07-27,0.48,-3.2,2.27,-0.02,-0.23
2016-07-28,0.47,-3.21,2.26,-0.03,-0.25
2016-07-29,0.46,-3.22,2.26,-0.04,-0.26
2016-07-30,0.45,-3.23,2.25,-0.05,-0.27
2016-07-31,0.44,-3.24,2.23,-0.06,-0.29
2016-08-01,0.43,-3.25,2.2,-0.07,-0.29
2016-08-02,0.44,-3.25,2.2,-0.07,-0.29
2016-08-03,0.45,-3.22,2.21,-0.07,-0.24
2016-08-04,0.45,-3.22,2.21,-0.07,-0.25
2016-08-05,0.44,-3.22,2.2,-0.08,-0.27
2016-08-06,0.43,-3.23,2.19,-0.09,-0.28
2016-08-07,0.42,-3.24,2.19,-0.1,-0.29
2016-08-08,0.41,-3.25,2.18,-0.11,-0.3
2016-08-09,0.4,-3.26,2.17,-0.11,-0.32
2016-08-10,0.39,-3.27,2.17,-0.12,-0.33
2016-08-11,0.38,-3.28,2.16,-0.13,-0.35
2016-08-12,0.36,-3.29,2.16,-0.15,-0.36
2016-08-13,0.35,-3.3,2.15,-0.16,-0.37
2016-08-14,0.34,-3.31,2.14,-0.17,-0.39
2016-08-15,0.33,-3.32,2.13,-0.18,-0.4
2016-08-16,0.33,-3.31,2.15,-0.16,-0.39
2016-08-17,0.31,-3.32,2.14,-0.18,-0.41
2016-08-18,0.3,-3.33,2.13,-0.19,-0.41
2016-08-19,0.29,-3.33,2.13,-0.19,-0.41
2016-08-20,0.28,-3.33,2.14,-0.2,-0.42
2016-08-21,0.28,-3.32,2.16,-0.21,-0.42
2016-08-22,0.29,-3.27,2.22,-0.2,-0.41
2016-08-23,0.31,-3.2,2.29,-0.19,-0.41
2016-08-24,0.3,-3.2,2.3,-0.2,-0.42
2016-08-25,0.29,-3.2,2.29,-0.21,-0.43
2016-08-26,0.29,-3.2,2.28,-0.22,-0.44
2016-08-27,0.28,-3.21,2.29,-0.22,-0.44
2016-08-28,0.28,-3.19,2.31,-0.21,-0.43
2016-08-29,0.29,-3.19,2.31,-0.22,-0.44
2016-08-30,0.32,-3.12,2.33,-0.2,-0.42
2016-08-31,0.32,-3.08,2.33,-0.2,-0.43
2016-09-01,0.32,-3.07,2.32,-0.21,-0.44
2016-09-02,0.31,-3.07,2.31,-0.21,-0.45
2016-09-03,0.31,-3.07,2.3,-0.21,-0.45
2016-09-04,0.31,-3.07,2.3,-0.21,-0.46
2016-09-05,0.31,-3.07,2.29,-0.21,-0.46
2016-09-06,0.3,-3.07,2.28,-0.22,-0.47
2016-09-07,0.3,-3.07,2.28,-0.23,-0.48
2016-09-08,0.34,-3.02,2.34,-0.16,-0.4
2016-09-09,0.38,-2.99,2.35,-0.11,-0.34
2016-09-10,0.39,-2.99,2.34,-0.1,-0.33
2016-09-11,0.39,-2.99,2.33,-0.1,-0.32
2016-09-12,0.4,-3,2.32,-0.09,-0.33
2016-09-13,0.42,-2.99,2.34,-0.06,-0.3
2016-09-14,0.43,-2.98,2.35,-0.04,-0.28
2016-09-15,0.44,-2.98,2.34,-0.03,-0.28
2016-09-16,0.45,-2.98,2.33,-0.03,-0.28
2016-09-17,0.45,-2.98,2.32,-0.02,-0.28
2016-09-18,0.46,-2.99,2.31,-0.01,-0.27
2016-09-19,0.47,-2.99,2.32,0,-0.26
2016-09-20,0.53,-2.95,2.43,0.09,-0.2
2016-09-21,0.67,-2.86,2.54,0.31,-0.08
2016-09-22,0.76,-2.81,2.57,0.44,0
2016-09-23,0.88,-2.75,2.6,0.57,0.07
2016-09-24,0.98,-2.7,2.61,0.65,0.14
2016-09-25,1.07,-2.66,2.62,0.71,0.19
2016-09-26,1.14,-2.63,2.6,0.75,0.23
2016-09-27,1.19,-2.61,2.59,0.78,0.26
2016-09-28,1.23,-2.58,2.57,0.8,0.29
2016-09-29,1.21,-2.53,2.56,0.82,0.32
2016-09-30,1.18,-2.48,2.56,0.82,0.34
2016-10-01,1.15,-2.44,2.55,0.81,0.35
2016-10-02,1.11,-2.39,2.54,0.8,0.37
2016-10-03,1.09,-2.34,2.53,0.79,0.39
2016-10-04,1.06,-2.29,2.52,0.78,0.41
2016-10-05,1.02,-2.25,2.52,0.75,0.41
2016-10-06,0.99,-2.21,2.52,0.73,0.42
2016-10-07,0.96,-2.18,2.52,0.71,0.42
2016-10-08,0.93,-2.14,2.53,0.69,0.42
2016-10-09,0.91,-2.1,2.55,0.67,0.44
2016-10-10,0.87,-2.07,2.55,0.65,0.43
2016-10-11,0.84,-2.04,2.53,0.62,0.42
2016-10-12,0.81,-2.01,2.52,0.6,0.41
2016-10-13,0.77,-1.98,2.51,0.57,0.4
2016-10-14,0.75,-1.96,2.5,0.55,0.39
2016-10-15,0.78,-1.96,2.5,0.52,0.38
2016-10-16,0.8,-1.97,2.49,0.5,0.37
2016-10-17,0.84,-1.96,2.5,0.5,0.37
2016-10-18,0.86,-1.95,2.51,0.49,0.37
2016-10-19,0.88,-1.95,2.5,0.48,0.35
2016-10-20,0.89,-1.95,2.49,0.48,0.34
2016-10-21,0.9,-1.96,2.48,0.48,0.33
2016-10-22,0.9,-1.97,2.48,0.47,0.32
2016-10-23,0.91,-1.98,2.47,0.47,0.31
2016-10-24,0.91,-1.99,2.46,0.47,0.29
2016-10-25,0.91,-1.99,2.46,0.46,0.28
2016-10-26,0.92,-2,2.47,0.47,0.28
2016-10-27,0.92,-2.01,2.46,0.46,0.27
2016-10-28,0.93,-2.01,2.47,0.47,0.27
2016-10-29,0.94,-2.01,2.49,0.47,0.27
2016-10-30,0.93,-2.02,2.49,0.47,0.26
2016-11-01,0.93,-2.04,2.48,0.46,0.25
2016-11-02,0.93,-2.05,2.47,0.45,0.23
2016-11-03,0.92,-2.05,2.46,0.44,0.22
2016-11-04,0.92,-2.07,2.45,0.44,0.21
2016-11-05,0.91,-2.08,2.44,0.43,0.2
2016-11-06,0.91,-2.09,2.44,0.42,0.18
2016-11-07,0.9,-2.11,2.43,0.41,0.17
2016-11-08,0.89,-2.12,2.42,0.4,0.16
2016-11-09,0.88,-2.13,2.42,0.4,0.15
2016-11-10,0.87,-2.14,2.41,0.39,0.14
2016-11-11,0.89,-2.12,2.45,0.41,0.16
2016-11-12,0.89,-2.12,2.46,0.4,0.16
2016-11-13,0.88,-2.13,2.45,0.39,0.15
2016-11-14,0.88,-2.15,2.44,0.39,0.14
2016-11-15,0.88,-2.15,2.45,0.39,0.14
2016-11-16,0.87,-2.16,2.44,0.38,0.13
2016-11-17,0.86,-2.17,2.44,0.37,0.12
2016-11-18,0.85,-2.19,2.43,0.36,0.11
2016-11-19,0.86,-2.19,2.45,0.37,0.12
2016-11-20,0.86,-2.19,2.46,0.37,0.11
2016-11-21,0.85,-2.2,2.45,0.36,0.1
2016-11-22,0.85,-2.21,2.45,0.35,0.1
2016-11-23,0.84,-2.23,2.44,0.35,0.09
2016-11-24,0.85,-2.21,2.45,0.35,0.09
2016-11-25,0.84,-2.22,2.45,0.34,0.09
2016-11-26,0.83,-2.23,2.44,0.33,0.08
2016-11-27,0.83,-2.23,2.45,0.34,0.08
2016-11-28,0.85,-2.21,2.47,0.35,0.09
2016-11-29,0.85,-2.22,2.46,0.35,0.08
2016-11-30,0.84,-2.24,2.45,0.34,0.07
2016-12-01,0.84,-2.24,2.47,0.35,0.06
2016-12-02,0.77,-2.25,2.47,0.34,0.03
2016-12-03,0.7,-2.25,2.46,0.33,0
2016-12-04,0.65,-2.26,2.45,0.32,-0.02
2016-12-05,0.6,-2.25,2.45,0.3,-0.03
2016-12-06,0.57,-2.26,2.44,0.28,-0.06
2016-12-07,0.58,-2.28,2.43,0.25,-0.1
2016-12-08,0.59,-2.29,2.42,0.22,-0.14
2016-12-09,0.6,-2.29,2.41,0.2,-0.18
2016-12-10,0.59,-2.3,2.4,0.17,-0.2
2016-12-11,0.59,-2.3,2.39,0.15,-0.2
2016-12-12,0.59,-2.31,2.39,0.14,-0.21
2016-12-13,0.59,-2.31,2.38,0.12,-0.22
2016-12-14,0.63,-2.27,2.43,0.17,-0.18
2016-12-15,0.63,-2.28,2.43,0.15,-0.2
2016-12-16,0.63,-2.29,2.42,0.15,-0.2
2016-12-17,0.62,-2.3,2.41,0.14,-0.21
2016-12-18,0.62,-2.3,2.4,0.13,-0.22
2016-12-19,0.61,-2.31,2.39,0.12,-0.22
2016-12-20,0.61,-2.31,2.38,0.11,-0.23
2016-12-21,0.6,-2.32,2.38,0.11,-0.23
2016-12-22,0.61,-2.32,2.4,0.12,-0.21
2016-12-23,0.7,-2.28,2.54,0.22,-0.14
2016-12-24,0.71,-2.29,2.53,0.23,-0.14
2016-12-25,0.72,-2.3,2.51,0.24,-0.15
2016-12-26,0.73,-2.29,2.5,0.25,-0.16
2016-12-27,0.76,-2.28,2.53,0.28,-0.16
2016-12-28,0.78,-2.28,2.55,0.29,-0.18
2016-12-29,0.79,-2.29,2.54,0.29,-0.19
2016-12-30,0.79,-2.3,2.53,0.29,-0.19
2017-01-01,0.8,-2.31,2.51,0.29,-0.19
2017-01-02,0.8,-2.32,2.5,0.29,-0.18
2017-01-03,0.8,-2.32,2.49,0.28,-0.18
2017-01-04,0.8,-2.32,2.48,0.28,-0.18
2017-01-05,0.79,-2.33,2.47,0.27,-0.19
2017-01-06,0.79,-2.34,2.46,0.27,-0.19
2017-01-07,0.78,-2.34,2.46,0.26,-0.19
2017-01-08,0.78,-2.34,2.46,0.26,-0.18
2017-01-09,0.8,-2.32,2.52,0.27,-0.16
2017-01-10,0.79,-2.32,2.51,0.26,-0.17
2017-01-11,0.78,-2.33,2.51,0.25,-0.2
2017-01-12,0.78,-2.34,2.5,0.25,-0.2
2017-01-13,0.76,-2.34,2.49,0.24,-0.2
2017-01-14,0.69,-2.35,2.48,0.23,-0.2
2017-01-15,0.62,-2.36,2.47,0.22,-0.2
2017-01-16,0.57,-2.36,2.47,0.2,-0.21
2017-01-17,0.56,-2.37,2.46,0.18,-0.21
2017-01-18,0.57,-2.38,2.46,0.16,-0.22
2017-01-19,0.57,-2.38,2.45,0.14,-0.23
2017-01-20,0.57,-2.39,2.44,0.12,-0.23
2017-01-21,0.57,-2.39,2.44,0.11,-0.24
2017-01-22,0.56,-2.4,2.44,0.1,-0.24
2017-01-23,0.56,-2.41,2.43,0.09,-0.25
2017-01-24,0.55,-2.42,2.42,0.07,-0.26
2017-01-25,0.54,-2.42,2.42,0.06,-0.27
2017-01-26,0.53,-2.43,2.41,0.05,-0.28
2017-01-27,0.53,-2.44,2.41,0.04,-0.29
2017-01-28,0.52,-2.45,2.4,0.03,-0.3
2017-01-29,0.51,-2.45,2.4,0.02,-0.31
2017-01-30,0.51,-2.45,2.39,0.02,-0.31
2017-02-01,0.49,-2.47,2.38,0,-0.33
2017-02-02,0.48,-2.48,2.38,-0.01,-0.34
2017-02-03,0.47,-2.49,2.37,-0.02,-0.35
2017-02-04,0.46,-2.5,2.37,-0.03,-0.36
2017-02-05,0.45,-2.51,2.36,-0.04,-0.36
2017-02-06,0.45,-2.51,2.36,-0.05,-0.36
2017-02-07,0.43,-2.52,2.36,-0.06,-0.37
2017-02-08,0.42,-2.53,2.35,-0.07,-0.38
2017-02-09,0.42,-2.54,2.35,-0.08,-0.39
2017-02-10,0.41,-2.54,2.35,-0.08,-0.4
2017-02-11,0.4,-2.55,2.34,-0.09,-0.41
2017-02-12,0.39,-2.56,2.34,-0.1,-0.42
2017-02-13,0.37,-2.57,2.34,-0.11,-0.43
2017-02-14,0.36,-2.58,2.33,-0.13,-0.44
2017-02-15,0.35,-2.59,2.33,-0.13,-0.45
2017-02-16,0.34,-2.59,2.32,-0.14,-0.46
2017-02-17,0.33,-2.6,2.32,-0.15,-0.47
2017-02-18,0.32,-2.61,2.32,-0.16,-0.48
